-4.13	-2.45
0.905	0.935
2.8	-9.12
-1.055	0.555
-5.74	3.64
3.16	-3.72
-2.04	0.53
-2.23	-7.01
-4.305	1.755
-3.5	-3.03
-2.9	3.01
-4.72	-2.17
-0.28	-3.43
-2.405	1.515
2.07	-3.02
-2	5.52
0.64	0.06
4.845	2.495
0.76	1.24
-2.8	-3.2
1.525	8.115
-0.11	-2.11
-1.46	-2.25
5.2	2.02
1.815	2.085
-4.11	-3.62
0.945	0.265
0.09	-3.98
-2.9	2.68
0.285	-2.335
-0.7	-2.16
5.46	-2.82
0.67	0.29
-0.105	-3.945
2.805	-6.325
1.42	-3.11
3.51	4.07
1.8	-4.45
2.5	-0.79
1.925	-1.265
-0.43	0.93
5.925	3.145
0.9	-0.24
-3.98	-2.57
-0.65	1.41
1.26	4.51
4.38	0.98
-3.135	0.125
3.68	-0.25
-0.94	-2.52
-0.64	6.36
7.14	4.29
-3	-0.26
3.535	-8.625
-0.195	0.035
-1.405	3.675
2.035	-0.405
-0.92	-7.34
3.99	-5.89
-1.86	5.93
0.68	-0.56
1.485	-2.235
2.25	-2.96
4.625	-1.295
-1.975	0.105
-1.65	-7.12
-6.41	2.62
1.935	4.035
-3.94	0.46
-3.67	7.26
2.52	0.41
-7.12	-0.09
1.465	-1.555
8	-0.31
3.2	1.75
-2	0.41
5.74	-6.12
-1.075	-3.495
-3.47	0.74
2.845	5.125
-4.995	-4.365
-8.98	-1.67
2.355	-3.345
1.52	-5.04
1.095	-2.035
-1.76	-7.87
1.015	1.265
-4.125	3.395
-1.01	-3.77
1.63	-1.2
-0.56	-2.61
5.67	-0.18
-5.755	-1.325
6.45	-2.86
5.575	4.295
1.94	-8.06
2.31	-4.26
-1.765	5.095
-4.07	-3.15
0.14	-1.14
3.95	-2.56
-0.375	-4.035
-5.085	6.335
4.465	-1.255
-4.02	2.31
-2.815	-1.205
2.18	-2.88
-2.01	1.23
-2.105	-4.805
-2.745	2.425
-1.94	5.27
-0.21	0.16
2.635	0.485
0.425	3.905
-3.81	-0.38
1.935	-2.625
-4.935	5.465
1.795	2.215
-1.33	-2.6
2.11	1.21
-1.335	2.645
-4.92	-5.94
-1.72	-4.85
5.19	1.13
4.185	-3.825
1.58	-1.64
-4.655	4.785
2.865	0.295
-4.46	-0.88
1.755	2.215
-3.21	2.51
1.5	-5.64
-0.59	-1.13
3.72	-1.86
-2.24	-0.66
4.625	-2.555
2.14	-2.58
2.67	-0.36
3.4	5.97
-2.9	-9.62
1.53	-4.44
5.96	-2.2
-1.07	2.11
-4.21	-5.02
-0.88	-1.55
-1.08	1.25
-1.495	-0.735
-0.675	0.035
3.375	-1.395
0.415	6.605
0.74	-5.35
-1.655	-0.865
5.335	-0.155
0.94	-2.35
1	-2.38
-4.765	0.615
-2.6	1.05
2.54	4.49
4.955	3.455
0.795	1.135
4.625	4.005
-7.165	-0.815
5.16	-2.28
3.19	0.4
0.555	1.455
-2.265	1.105
-4.865	6.115
2.26	3.95
3.56	-5.1
-4.965	3.275
3.94	1.91
-3.27	2.93
6.5	-1.83
3.155	-1.645
-4.8	7.66
-3.705	1.195
0.37	-2.99
-0.445	-0.025
5.31	-1.34
5.65	3.24
1.56	-2.38
3.44	0.01
-9.5	-4.78
0.835	3.485
-2.32	1.69
7.935	0.265
0.035	3.795
3.05	1.4
-8.38	-0.84
-3.54	-4.31
2.37	-1.54
2.78	-7.81
1.77	3.22
-3.33	-1.24
-2.43	3.02
0.515	0.685
-1.43	1.8
1.075	-1.135
3.53	-0.75
-2.26	0.02
-0.98	2.15
-4.92	4.48
-2.625	-1.275
3.625	3.325
0.475	-0.895
0.54	-2.66
-3.605	8.395
-4.615	-4.175
-2.195	-3.015
2.46	-0.42
0.165	0.675
2.52	-3.05
2.41	-0.57
3.795	8.065
1.5	3.49
4.105	-3.055
2.535	-0.655
0.98	-2.26
6	1.05
-0.935	2.015
-4.35	-3.15
-0.825	-1.535
-6.525	0.475
5.155	-0.945
2.865	3.895
-7.095	2.095
-7.505	3.945
-1.57	2.98
0.815	-0.245
1.42	5.54
5.425	0.195
2.66	-6.5
0.065	-0.405
5.845	-1.005
1.98	-2.46
-4.5	-3.99
0.35	9
-3.8	-0.27
1.65	4.4
-1.8	0.78
-1.65	-1.78
-2.07	0.86
3.405	0.885
4.87	-0.11
-3.67	-7.48
-3.87	-1.86
1.77	2.19
-0.635	-0.915
-1.945	3.045
-1.295	-1.565
-1.24	-9.59
-2.645	-1.345
5.225	2.785
-1.26	2.12
4.365	2.615
-5.625	3.825
-0.565	5.425
0.635	-0.765
-3.43	0.43
2.035	3.485
-1.33	-3.97
1.88	6.66
-3.44	-3.62
-1.53	2.43
1.9	-0.53
-1.82	-2.99
0.415	-5.775
-2.925	0.415
6.94	1.74
-1.29	5.62
-5.165	0.365
-1.05	0.08
-5.03	-0.95
2.22	5.61
4.76	-2.49
-0.11	5.4
2.77	2.87
1.26	-0.92
-3.885	2.535
-0.96	8.91
1.555	8.915
2.71	-1.6
-3.16	-5.86
-4.44	-1.96
2.09	1.5
-0.325	3.885
5.05	-0.54
4.13	4.17
-5.555	4.585
1.585	0.535
2.45	-3.67
-4.035	-1.415
4.975	1.365
2.475	4.375
-3.205	-4.165
3.955	3.575
7.5	1.14
0.425	-6.925
-0.315	-5.975
4.47	-2.05
-4.22	-1.97
-2.17	-2.4
-1.43	3.93
-5.385	-2.235
-3.025	-0.965
1.085	4.175
-4.67	-1.42
-1.96	3.04
-2.055	-0.175
-6.615	3.625
6.985	0.725
5.74	-4.11
3.495	-1.265
0.53	2.01
-7.415	4.045
4.665	1.765
-1.69	1.59
2.545	0.505
-1.845	-4.605
-3.75	-2.37
-2.09	-1.77
0.17	7.34
1.94	3.4
-2.905	3.325
-6.15	5.02
-0.57	-0.78
-9.835	-0.295
-3.105	0.465
8.605	2.035
-5.495	1.645
1.285	2.485
0.295	-3.835
0.175	1.055
1.615	-1.725
2.14	4.94
-2.57	-0.65
1.265	3.135
8.855	1.495
